species,log_p_value,log_p_adjusted,log_effect_size,lin_p_value,lin_p_adjusted,lin_effect_size,both_sig_fdr,log_only,lin_only
s__Liquorilactobacillus_hordei,2.5585376682613702e-06,9.684074122090372e-06,0.95,5.0182729080317095e-09,1.2478771964638852e-08,2.5404807975728128,True,False,False
s__GGB75160_SGB103632,5.69880501286528e-06,9.684074122090372e-06,1.0,5.488375930250271e-21,7.873708546089811e-20,7.251398305114254,True,False,False
s__Candidatus_Methylopumilus_universalis,5.698805012864413e-06,9.684074122090372e-06,0.9,6.223112871631384e-98,1.547480734079004e-95,12.138388016442542,True,False,False
s__GGB67335_SGB103624,4.311452708214444e-06,9.684074122090372e-06,1.0,3.259055344909909e-20,4.120771673394563e-19,8.82562509603569,True,False,False
s__Acinetobacter_sp_ANC_4218,4.488169094767385e-06,9.684074122090372e-06,0.8666666666666666,0.1904453284418789,0.1907009597552237,1.7596795874335167,False,True,False
s__GGB46263_SGB80728,5.69880501286528e-06,9.684074122090372e-06,0.9,5.091786804055554e-22,7.751985624133557e-21,7.821006406961571,True,False,False
s__Polynucleobacter_sp_30F_ANTBAC,5.698805012864687e-06,9.684074122090372e-06,0.9,2.2254629225020862e-30,6.385366693025216e-29,10.361458988752158,True,False,False
s__GGB7903_SGB11757,5.698805012864805e-06,9.684074122090372e-06,0.95,0.0005694501754018,0.0006407388097281,3.329897238759182,True,False,False
s__Polynucleobacter_sp_es_MAR_4,5.698805012864413e-06,9.684074122090372e-06,0.9,9.391617686900088e-102,3.503073397213733e-99,11.830238812078726,True,False,False
s__GGB93874_SGB128178,5.698805012864805e-06,9.684074122090372e-06,0.95,4.424928030295826e-07,7.20741552532901e-07,2.7158578363045587,True,False,False
s__Methanoculleus_SGB45879,5.698805012864657e-06,9.684074122090372e-06,0.95,3.76070174888525e-05,4.637162817633714e-05,3.0795848524438347,True,False,False
s__GGB89133_SGB125080,5.698805012864805e-06,9.684074122090372e-06,0.95,1.1429520346339483e-09,3.193416546205714e-09,6.724673345500131,True,False,False
s__Flavobacterium_aquatile,4.31145270821443e-06,9.684074122090372e-06,0.7999999999999999,4.250186047535559e-08,8.881341152553296e-08,5.679466121452052,True,False,False
s__Comamonas_badia,3.853428906395051e-06,9.684074122090372e-06,0.95,6.285349501673139e-06,8.387961946776676e-06,2.689654604206005,True,False,False
s__Candidatus_Fonsibacter_ubiquis,2.558537668261356e-06,9.684074122090372e-06,0.9,1.3672021972619024e-53,5.666293550874329e-52,11.757908248237785,True,False,False
s__GGB63514_SGB85828,5.698805012864805e-06,9.684074122090372e-06,0.95,2.1875847201386863e-09,5.8702812993649645e-09,6.083864357474187,True,False,False
s__Polynucleobacter_sp_MWH_CaK5,2.558537668261356e-06,9.684074122090372e-06,0.9,2.918650841718025e-52,1.0886567639608232e-50,12.1458839644522,True,False,False
s__GGB65182_SGB88144,5.698805012864805e-06,9.684074122090372e-06,0.95,1.1062855661666429e-07,2.1345689874896589e-07,2.6819600181726835,True,False,False
s__Candidatus_Syntrophosphaera_thermopropionivorans,4.311452708214444e-06,9.684074122090372e-06,1.0,4.8527615636644895e-08,1.0028144394719417e-07,4.706999094007728,True,False,False
s__GGB61782_SGB83906,4.311452708214518e-06,9.684074122090372e-06,0.7999999999999999,4.60995914750797e-19,5.057396358883743e-18,7.6212207215456145,True,False,False
s__Polynucleobacter_sp_AM_26B4,5.698805012864413e-06,9.684074122090372e-06,0.9,4.762031082441109e-71,2.732673221154666e-69,12.00811371702479,True,False,False
s__GGB54104_SGB124825,5.698805012864805e-06,9.684074122090372e-06,0.95,2.861383160047536e-05,3.545833616935983e-05,2.4962980547352336,True,False,False
s__Candidatus_Nanopelagicus_abundans,5.698805012864583e-06,9.684074122090372e-06,0.9,6.38988032915366e-12,2.5766760678641243e-11,8.672354001490788,True,False,False
s__GGB55003_SGB76235,5.698805012864827e-06,9.684074122090372e-06,0.95,1.8040994353395277e-05,2.292773728727917e-05,3.4441710294151857,True,False,False
s__GGB25723_SGB106723,5.698805012864413e-06,9.684074122090372e-06,0.9,5.506224537197525e-89,6.846072507915589e-87,11.237954010768568,True,False,False
s__Cuspidothrix_issatschenkoi,2.5585376682614257e-06,9.684074122090372e-06,0.95,1.1789046436351276e-06,1.7449660003012008e-06,3.796193050046538,True,False,False
s__Candidatus_Nitrospira_nitrificans,5.698805012864413e-06,9.684074122090372e-06,0.9,8.949706404948622e-11,2.9027054262507566e-10,7.791567991840546,True,False,False
s__Chryseobacterium_indologenes,4.311452708214494e-06,9.684074122090372e-06,0.95,1.565857380343191e-11,6.052485003813578e-11,3.2191834055867745,True,False,False
s__Aeromonas_sobria,4.311452708214262e-06,9.684074122090372e-06,0.85,4.915423214869202e-24,9.402322354595961e-23,8.047743789965992,True,False,False
s__GGB46575_SGB64440,2.7355202079259265e-06,9.684074122090372e-06,0.8,0.0004772954736822,0.0005400957428366,3.8253109803767984,True,False,False
s__GGB40024_SGB62250,5.698805012864805e-06,9.684074122090372e-06,0.95,0.0015328668128943,0.0016866056672849,2.8426608049015845,True,False,False
s__GGB46492_SGB64353,2.5585376682614363e-06,9.684074122090372e-06,0.95,1.178100306013306e-06,1.7449660003012008e-06,3.23596040218792,True,False,False
s__Nocardioides_ungokensis,5.698805012864805e-06,9.684074122090372e-06,0.95,1.1737216171893201e-07,2.22667487606755e-07,2.6831395447465454,True,False,False
s__GGB46504_SGB91066,2.558537668261403e-06,9.684074122090372e-06,1.0,3.3585117330985854e-09,8.609792965263042e-09,3.990329762681153,True,False,False
s__GGB33814_SGB1257,5.698805012864805e-06,9.684074122090372e-06,0.95,1.9057448776738183e-08,4.269326362596602e-08,2.537269306120562,True,False,False
s__GGB53647_SGB74778,5.698805012864805e-06,9.684074122090372e-06,0.95,2.716813558274559e-06,3.7883045130333104e-06,2.7683151989343093,True,False,False
s__Ralstonia_pickettii,4.078663531716187e-06,9.684074122090372e-06,0.95,0.0126497344957833,0.0131797513042658,3.8209643137821088,True,False,False
s__GGB46510_SGB64371,3.9880594451694245e-06,9.684074122090372e-06,0.75,0.0012080469443277,0.0013351155858792,4.728147154764339,True,False,False
s__Candidatus_Bandiella_numerosa,2.55853766826138e-06,9.684074122090372e-06,0.95,0.0001288499893105,0.0001525747492471,2.999049558519071,True,False,False
s__GGB46018_SGB63757,5.6988050128649955e-06,9.684074122090372e-06,0.95,4.359146459788457e-05,5.339775466341854e-05,3.172176229864945,True,False,False
s__Phycicoccus_elongatus,3.8534289063952085e-06,9.684074122090372e-06,0.85,1.948851153850933e-18,2.019226334406661e-17,6.3974263991462825,True,False,False
s__GGB46175_SGB63943,5.698805012864805e-06,9.684074122090372e-06,0.95,0.0003373130493013,0.0003847638146464,2.4962980547352336,True,False,False
s__GGB34754_SGB82226,5.698805012864413e-06,9.684074122090372e-06,0.9,1.30969309370563e-90,1.9540620958088e-88,11.552439090039217,True,False,False
s__GGB46516_SGB64377,4.311452708214518e-06,9.684074122090372e-06,1.0,9.26319124643621e-07,1.4045407865531326e-06,5.287376637917132,True,False,False
s__GGB75354_SGB102763,3.853428906395249e-06,9.684074122090372e-06,0.85,1.3324934043875556e-05,1.7138622063329596e-05,4.632823380552405,True,False,False
s__GGB90602_SGB127226,5.698805012864805e-06,9.684074122090372e-06,0.95,6.987373033923739e-07,1.0814481915574916e-06,2.72805792311117,True,False,False
s__Erythrobacter_ramosus,5.6988050128652166e-06,9.684074122090372e-06,0.85,2.0854978066426342e-06,2.974725360908996e-06,5.860451229918757,True,False,False
s__Raoultella_terrigena,5.698805012864741e-06,9.684074122090372e-06,0.95,0.0010336855843613,0.0011458089835565,3.0701416740281955,True,False,False
s__GGB49350_SGB69252,5.698805012864805e-06,9.684074122090372e-06,0.95,6.410913306245711e-07,1.006850805570379e-06,2.725687062830077,True,False,False
s__Polaromonas_sp_AER18D_145,4.488169094767553e-06,9.684074122090372e-06,0.95,3.127145099783508e-06,4.32810806018274e-06,2.6292489680307445,True,False,False
s__GGB47034_SGB64954,5.698805012864805e-06,9.684074122090372e-06,0.95,6.882092906851223e-08,1.380118631320165e-07,2.557288407826784,True,False,False
s__GGB92602_SGB133320,5.698805012864805e-06,9.684074122090372e-06,0.95,1.0290793992456291e-06,1.544654390014566e-06,2.7388788500937213,True,False,False
s__Pseudomonas_mandelii,5.69880501286491e-06,9.684074122090372e-06,0.95,0.0001860792188091,0.0002175785223066,2.7676235966361564,True,False,False
s__GGB6301_SGB60981,5.698805012864805e-06,9.684074122090372e-06,0.95,0.0016821423319101,0.0018454090876543,2.4962980547352336,True,False,False
